机场,起飞/到达,航线名,机型,每周班期,参考准点率,航空公司/航班号,价格排序,出发时间
广州白云国际机场;上海浦东国际机场,19:55;22:20,广州到上海,,1010001,,上海航空;FM9528,-,,
乌鲁木齐地窝堡国际机场;上海浦东国际机场,19:55;00:50,乌鲁木齐到上海,,0100000,,吉祥航空;HO1084,-,,
宜宾菜坝机场;上海浦东国际机场,19:55;23:00,宜宾到上海,,0010001,,吉祥航空;HO3738,-,,
乌鲁木齐地窝堡国际机场;上海浦东国际机场,19:55;00:50,乌鲁木齐到上海,,0100000,,东方航空;MU4756,-,,
宜宾菜坝机场;上海浦东国际机场,19:55;23:00,宜宾到上海,,0010001,,东方航空;MU5268,-,,
广州白云国际机场;上海浦东国际机场,19:55;22:20,广州到上海,,1010001,,东方航空;MU9528,-,,
海口美兰国际机场;上海浦东国际机场,19:55;22:40,海口到上海,,1111111,,深圳航空;ZH1974,-,,
呼和浩特白塔国际机场;上海浦东国际机场,20:00;22:40,呼和浩特到上海,,1111111,,中国国航;CA1553,-,,
西宁曹家堡机场;上海浦东国际机场,20:00;22:55,西宁到上海,,0101010,,南方航空;CZ3422,-,,
西宁曹家堡机场;上海浦东国际机场,20:00;23:00,西宁到上海,,1010101,,南方航空;CZ3422,-,,
沈阳桃仙国际机场;上海浦东国际机场,20:00;22:35,沈阳到上海,,0000001,,南方航空;CZ6509,-,,
郑州新郑国际机场;上海浦东国际机场,20:00;22:05,郑州到上海,,1111010,,上海航空;FM9324,-,,
呼和浩特白塔国际机场;上海浦东国际机场,20:00;22:40,呼和浩特到上海,,1111111,,华夏航空;G58027,-,,
重庆江北国际机场;上海浦东国际机场,20:00;22:35,重庆到上海,,0000100,,吉祥航空;HO1248,-,,
重庆江北国际机场;上海浦东国际机场,20:00;22:35,重庆到上海,,0000100,,东方航空;MU4764,-,,
郑州新郑国际机场;上海浦东国际机场,20:00;22:05,郑州到上海,,1100110,,东方航空;MU9324,-,,
呼和浩特白塔国际机场;上海浦东国际机场,20:00;22:40,呼和浩特到上海,,1111111,,深圳航空;ZH1553,-,,
哈尔滨太平国际机场;上海浦东国际机场,20:05;00:40,哈尔滨到上海,,1111111,,东方航空;MU5612,-,,
哈尔滨太平国际机场;上海浦东国际机场,20:05;23:20,哈尔滨到上海,,1101111,,南方航空;CZ6437,-,,
福州长乐国际机场;上海浦东国际机场,20:05;21:40,福州到上海,,1111110,,吉祥航空;HO3730,-,,
福州长乐国际机场;上海浦东国际机场,20:05;21:40,福州到上海,,1111110,,厦门航空;MF3049,-,,
福州长乐国际机场;上海浦东国际机场,20:05;21:40,福州到上海,,1111110,,东方航空;MU5588,¥420起;10-31周四,,
青岛流亭国际机场;上海浦东国际机场,20:05;21:40,青岛到上海,,0010101,,东方航空;MU5590,-,,
宜宾菜坝机场;上海浦东国际机场,20:10;23:20,宜宾到上海,,0101110,,南方航空;CZ9387,-,,
宜宾菜坝机场;上海浦东国际机场,20:10;23:20,宜宾到上海,,0101110,,吉祥航空;HO3738,-,,
宜宾菜坝机场;上海浦东国际机场,20:10;23:20,宜宾到上海,,0101110,,东方航空;MU5268,-,,
天津滨海国际机场;上海浦东国际机场,20:15;22:15,天津到上海,,1011111,,中国国航;CA1655,-,,
西宁曹家堡机场;上海浦东国际机场,20:15;23:25,西宁到上海,,0001010,,中国国航;CA3234,-,,
重庆江北国际机场;上海浦东国际机场,20:15;22:40,重庆到上海,,1111111,,中国国航;CA4555,-,,
南宁吴圩国际机场;上海浦东国际机场,20:15;23:15,南宁到上海,,1111111,,上海航空;FM9338,-,,
天津滨海国际机场;上海浦东国际机场,20:15;22:15,天津到上海,,1011111,,华夏航空;G58037,-,,
重庆江北国际机场;上海浦东国际机场,20:15;22:40,重庆到上海,,1111111,,华夏航空;G58105,-,,
西宁曹家堡机场;上海浦东国际机场,20:15;23:25,西宁到上海,,0001010,,吉祥航空;HO1280,-,,
青岛流亭国际机场;上海浦东国际机场,20:15;21:50,青岛到上海,,1101010,,吉祥航空;HO3668,-,,
西宁曹家堡机场;上海浦东国际机场,20:15;23:25,西宁到上海,,0001010,,东方航空;MU4768,-,,
青岛流亭国际机场;上海浦东国际机场,20:15;21:50,青岛到上海,,1101010,,东方航空;MU5640,-,,
南宁吴圩国际机场;上海浦东国际机场,20:15;23:15,南宁到上海,,1111111,,东方航空;MU9338,-,,
重庆江北国际机场;上海浦东国际机场,20:15;22:40,重庆到上海,,1111111,,山东航空;SC4555,-,,
天津滨海国际机场;上海浦东国际机场,20:15;22:15,天津到上海,,1011111,,深圳航空;ZH1655,-,,
重庆江北国际机场;上海浦东国际机场,20:15;22:40,重庆到上海,,1111111,,深圳航空;ZH4555,-,,
北京首都国际机场;上海浦东国际机场,20:20;22:35,北京到上海,,0000101,,中国国航;CA1883,-,,
兰州中川机场;上海浦东国际机场,20:20;23:20,兰州到上海,,1111111,,南方航空;CZ9262,-,,
衡阳南岳机场;上海浦东国际机场,20:20;22:20,衡阳到上海,,1100111,,上海航空;FM9430,-,,
兰州中川机场;上海浦东国际机场,20:20;23:20,兰州到上海,,1111111,,东方航空;MU2353,-,,
衡阳南岳机场;上海浦东国际机场,20:20;22:20,衡阳到上海,,1100111,,东方航空;MU9430,-,,
珠海金湾机场;上海浦东国际机场,20:25;23:00,珠海到上海,,1111111,,南方航空;CZ3680,-,,
珠海金湾机场;上海浦东国际机场,20:25;23:00,珠海到上海,,1111111,,厦门航空;MF1651,-,,
兰州中川机场;上海浦东国际机场,20:25;23:20,兰州到上海,,1010101,,金鹏航空;Y87516,-,,
遵义新舟机场;上海浦东国际机场,20:30;23:15,遵义到上海,,1011101,,南方航空;CZ9394,-,,
遵义新舟机场;上海浦东国际机场,20:30;23:15,遵义到上海,,1011101,,吉祥航空;HO3752,-,,
遵义新舟机场;上海浦东国际机场,20:30;23:15,遵义到上海,,1011101,,东方航空;MU5384,-,,
忻州五台山机场;上海浦东国际机场,20:35;23:05,忻州到上海,,0101010,,上海航空;FM9336,-,,
广元盘龙机场;上海浦东国际机场,20:35;23:10,广元到上海,,1111111,,吉祥航空;HO3744,-,,
广元盘龙机场;上海浦东国际机场,20:35;23:10,广元到上海,,1111111,,东方航空;MU5504,-,,
忻州五台山机场;上海浦东国际机场,20:35;23:05,忻州到上海,,0101010,,东方航空;MU9336,-,,
运城关公机场;上海浦东国际机场,20:40;22:50,运城到上海,,1101110,,上海航空;FM9146,-,,
西双版纳嘎洒国际机场;上海浦东国际机场,20:40;00:20,西双版纳到上海,,1111111,,东方航空;MU5819,-,,
运城关公机场;上海浦东国际机场,20:40;22:50,运城到上海,,1101110,,东方航空;MU9146,-,,
济宁曲阜机场;上海浦东国际机场,20:45;22:20,济宁到上海,,1110101,,上海航空;FM9174,-,,
福州长乐国际机场;上海浦东国际机场,20:45;22:30,福州到上海,,0000001,,吉祥航空;HO3730,-,,
福州长乐国际机场;上海浦东国际机场,20:45;22:30,福州到上海,,0000001,,厦门航空;MF3049,-,,
福州长乐国际机场;上海浦东国际机场,20:45;22:30,福州到上海,,0000001,,东方航空;MU5588,¥420起;10-31周四,,
济宁曲阜机场;上海浦东国际机场,20:45;22:20,济宁到上海,,1110101,,东方航空;MU9174,-,,
海口美兰国际机场;上海浦东国际机场,20:50;23:40,海口到上海,,1111111,,上海航空;FM9532,-,,
通辽机场;上海浦东国际机场,20:50;23:55,通辽到上海,,0101010,,上海航空;FM9548,-,,
惠州平潭机场;上海浦东国际机场,20:50;23:10,惠州到上海,,1111101,,吉祥航空;HO1234,-,,
长春龙嘉国际机场;上海浦东国际机场,20:50;23:55,长春到上海,,1111111,,吉祥航空;HO1284,-,,
惠州平潭机场;上海浦东国际机场,20:50;23:10,惠州到上海,,1111101,,东方航空;MU4812,-,,
海口美兰国际机场;上海浦东国际机场,20:50;23:40,海口到上海,,1111111,,东方航空;MU9532,-,,
通辽机场;上海浦东国际机场,20:50;23:55,通辽到上海,,0101010,,东方航空;MU9548,-,,
唐山三女河机场;上海浦东国际机场,20:55;23:15,唐山到上海,,1111001,,上海航空;FM9124,-,,
唐山三女河机场;上海浦东国际机场,20:55;23:15,唐山到上海,,1111001,,东方航空;MU9124,-,,
广州白云国际机场;上海浦东国际机场,21:00;23:25,广州到上海,,1000111,,中国国航;CA1866,-,,
广州白云国际机场;上海浦东国际机场,21:00;23:25,广州到上海,,0111000,,中国国航;CA1866,-,,
桂林两江国际机场;上海浦东国际机场,21:00;23:25,桂林到上海,,1001000,,中国国航;CA1970,-,,
西安咸阳国际机场;上海浦东国际机场,21:00;23:35,西安到上海,,0000010,,南方航空;CZ9382,-,,
运城关公机场;上海浦东国际机场,21:00;23:10,运城到上海,,0010001,,上海航空;FM9146,-,,
西安咸阳国际机场;上海浦东国际机场,21:00;23:35,西安到上海,,0000010,,吉祥航空;HO3706,-,,
西安咸阳国际机场;上海浦东国际机场,21:00;23:35,西安到上海,,0000010,,东方航空;MU2169,-,,
运城关公机场;上海浦东国际机场,21:00;23:10,运城到上海,,0010001,,东方航空;MU9146,-,,
广州白云国际机场;上海浦东国际机场,21:00;23:25,广州到上海,,1000111,,深圳航空;ZH1866,-,,
广州白云国际机场;上海浦东国际机场,21:00;23:25,广州到上海,,0101000,,深圳航空;ZH1866,-,,
桂林两江国际机场;上海浦东国际机场,21:00;23:25,桂林到上海,,1001000,,深圳航空;ZH1970,-,,
哈尔滨太平国际机场;上海浦东国际机场,21:05;00:35,哈尔滨到上海,,1111111,,四川航空;3U2224,-,,
哈尔滨太平国际机场;上海浦东国际机场,21:05;00:35,哈尔滨到上海,,1111111,,中国国航;CA3268,-,,
忻州五台山机场;上海浦东国际机场,21:05;23:35,忻州到上海,,0000001,,上海航空;FM9546,-,,
忻州五台山机场;上海浦东国际机场,21:05;23:45,忻州到上海,,1010100,,上海航空;FM9546,-,,
哈尔滨太平国际机场;上海浦东国际机场,21:05;00:35,哈尔滨到上海,,1111111,,吉祥航空;HO1180,-,,
哈尔滨太平国际机场;上海浦东国际机场,21:05;00:35,哈尔滨到上海,,1111111,,东方航空;MU4652,-,,
忻州五台山机场;上海浦东国际机场,21:05;23:35,忻州到上海,,0000001,,东方航空;MU9546,-,,
忻州五台山机场;上海浦东国际机场,21:05;23:45,忻州到上海,,1010100,,东方航空;MU9546,-,,
邯郸机场;上海浦东国际机场,21:05;23:05,邯郸到上海,,1000100,,东方航空;MU9950,-,,
哈尔滨太平国际机场;上海浦东国际机场,21:05;00:35,哈尔滨到上海,,1111111,,深圳航空;ZH5052,-,,
银川河东机场;上海浦东国际机场,21:15;00:15,银川到上海,,1101000,,中国国航;CA1978,-,,
银川河东机场;上海浦东国际机场,21:15;00:15,银川到上海,,1101000,,深圳航空;ZH1978,-,,
乌鲁木齐地窝堡国际机场;上海浦东国际机场,21:20;01:55,乌鲁木齐到上海,,1111111,,上海航空;FM9234,-,,
乌鲁木齐地窝堡国际机场;上海浦东国际机场,21:20;01:55,乌鲁木齐到上海,,1111111,,东方航空;MU9234,-,,
大连周水子国际机场;上海浦东国际机场,21:35;23:45,大连到上海,,1111111,,中国国航;CA3292,-,,
大连周水子国际机场;上海浦东国际机场,21:35;23:45,大连到上海,,1111111,,吉祥航空;HO1162,-,,
昆明长水国际机场;上海浦东国际机场,21:35;00:30,昆明到上海,,0000100,,吉祥航空;HO3696,-,,
大连周水子国际机场;上海浦东国际机场,21:35;23:45,大连到上海,,1111111,,东方航空;MU4680,-,,
昆明长水国际机场;上海浦东国际机场,21:35;00:30,昆明到上海,,0000100,,东方航空;MU5478,-,,
大连周水子国际机场;上海浦东国际机场,21:35;23:45,大连到上海,,1111111,,深圳航空;ZH5044,-,,
桂林两江国际机场;上海浦东国际机场,21:40;00:15,桂林到上海,,0100010,,中国国航;CA1970,-,,
桂林两江国际机场;上海浦东国际机场,21:40;00:05,桂林到上海,,0000001,,上海航空;FM9370,-,,
沈阳桃仙国际机场;上海浦东国际机场,21:40;00:25,沈阳到上海,,1001100,,吉祥航空;HO1286,-,,
沈阳桃仙国际机场;上海浦东国际机场,21:40;00:25,沈阳到上海,,1001100,,东方航空;MU4666,-,,
桂林两江国际机场;上海浦东国际机场,21:40;00:05,桂林到上海,,0000001,,东方航空;MU9370,-,,
桂林两江国际机场;上海浦东国际机场,21:40;00:15,桂林到上海,,0100010,,深圳航空;ZH1970,-,,
沈阳桃仙国际机场;上海浦东国际机场,21:40;00:25,沈阳到上海,,1001100,,深圳航空;ZH5074,-,,
榆林榆阳机场;上海浦东国际机场,21:45;00:10,榆林到上海,,1000101,,东方航空;MU5250,-,,
铜仁凤凰机场;上海浦东国际机场,21:55;00:10,铜仁到上海,,1101011,,中国国航;CA3254,-,,
铜仁凤凰机场;上海浦东国际机场,21:55;00:15,铜仁到上海,,0000100,,中国国航;CA3254,-,,
铜仁凤凰机场;上海浦东国际机场,21:55;00:20,铜仁到上海,,0010000,,中国国航;CA3254,-,,
铜仁凤凰机场;上海浦东国际机场,21:55;00:10,铜仁到上海,,1101011,,吉祥航空;HO1040,-,,
铜仁凤凰机场;上海浦东国际机场,21:55;00:15,铜仁到上海,,0000100,,吉祥航空;HO1040,-,,
铜仁凤凰机场;上海浦东国际机场,21:55;00:20,铜仁到上海,,0010000,,吉祥航空;HO1040,-,,
铜仁凤凰机场;上海浦东国际机场,21:55;00:10,铜仁到上海,,1101011,,东方航空;MU4890,-,,
铜仁凤凰机场;上海浦东国际机场,21:55;00:15,铜仁到上海,,0000100,,东方航空;MU4890,-,,
铜仁凤凰机场;上海浦东国际机场,21:55;00:20,铜仁到上海,,0010000,,东方航空;MU4890,-,,
银川河东机场;上海浦东国际机场,22:00;01:05,银川到上海,,0000010,,中国国航;CA1978,¥740起;09-16周一,,
遵义新舟机场;上海浦东国际机场,22:00;00:30,遵义到上海,,0100010,,南方航空;CZ9394,-,,
郑州新郑国际机场;上海浦东国际机场,22:00;23:50,郑州到上海,,0101010,,上海航空;FM9390,-,,
龙岩冠豸山机场;上海浦东国际机场,22:00;23:40,龙岩到上海,,0101101,,吉祥航空;HO1146,-,,
遵义新舟机场;上海浦东国际机场,22:00;00:30,遵义到上海,,0100010,,吉祥航空;HO3752,-,,
龙岩冠豸山机场;上海浦东国际机场,22:00;23:40,龙岩到上海,,0101101,,东方航空;MU4930,-,,
遵义新舟机场;上海浦东国际机场,22:00;00:30,遵义到上海,,0100010,,东方航空;MU5384,-,,
大连周水子国际机场;上海浦东国际机场,22:00;00:15,大连到上海,,1010100,,东方航空;MU5694,-,,
邯郸机场;上海浦东国际机场,22:00;23:50,邯郸到上海,,0010001,,东方航空;MU9950,-,,
银川河东机场;上海浦东国际机场,22:00;01:05,银川到上海,,0000010,,深圳航空;ZH1978,¥1050起;09-14周六,,
广州白云国际机场;上海浦东国际机场,22:05;00:20,广州到上海,,1111111,,南方航空;CZ3586,-,,
襄阳刘集机场;上海浦东国际机场,22:10;23:55,襄阳到上海,,1010010,,吉祥航空;HO1064,-,,
邯郸机场;上海浦东国际机场,22:20;00:15,邯郸到上海,,0101010,,东方航空;MU5658,-,,
桂林两江国际机场;上海浦东国际机场,22:30;01:00,桂林到上海,,0000101,,中国国航;CA1970,-,,
西安咸阳国际机场;上海浦东国际机场,22:30;00:55,西安到上海,,1111111,,中国国航;CA1994,-,,
湛江机场;上海浦东国际机场,22:30;01:10,湛江到上海,,1111111,,上海航空;FM9378,-,,
郑州新郑国际机场;上海浦东国际机场,22:30;00:25,郑州到上海,,1010101,,上海航空;FM9568,-,,
西安咸阳国际机场;上海浦东国际机场,22:30;00:55,西安到上海,,1111111,,吉祥航空;HO3918,-,,
湛江机场;上海浦东国际机场,22:30;01:10,湛江到上海,,1111111,,东方航空;MU9378,-,,
西安咸阳国际机场;上海浦东国际机场,22:30;00:55,西安到上海,,1111111,,西藏航空;TV6266,-,,
桂林两江国际机场;上海浦东国际机场,22:30;01:00,桂林到上海,,0000101,,深圳航空;ZH1970,-,,
西安咸阳国际机场;上海浦东国际机场,22:30;00:55,西安到上海,,1111111,,深圳航空;ZH1994,-,,
大连周水子国际机场;上海浦东国际机场,22:35;00:45,大连到上海,,1101010,,中国国航;CA3300,-,,
大连周水子国际机场;上海浦东国际机场,22:35;00:45,大连到上海,,1101010,,吉祥航空;HO1164,-,,
大连周水子国际机场;上海浦东国际机场,22:35;00:45,大连到上海,,1101010,,东方航空;MU4678,-,,
大连周水子国际机场;上海浦东国际机场,22:35;00:40,大连到上海,,1111111,,东方航空;MU5612,-,,
大连周水子国际机场;上海浦东国际机场,22:35;00:45,大连到上海,,1101010,,深圳航空;ZH5134,-,,
郑州新郑国际机场;上海浦东国际机场,22:40;00:30,郑州到上海,,0101011,,中国国航;CA3238,-,,
郑州新郑国际机场;上海浦东国际机场,22:40;00:30,郑州到上海,,1010100,,吉祥航空;HO1070,-,,
郑州新郑国际机场;上海浦东国际机场,22:40;00:30,郑州到上海,,0101011,,吉祥航空;HO1090,-,,
郑州新郑国际机场;上海浦东国际机场,22:40;00:30,郑州到上海,,0101011,,东方航空;MU4934,-,,
大连周水子国际机场;上海浦东国际机场,22:55;00:40,大连到上海,,1111111,,春秋航空;9C8978,-,,
青岛流亭国际机场;上海浦东国际机场,22:55;00:35,青岛到上海,,0101011,,中国国航;CA3262,-,,
青岛流亭国际机场;上海浦东国际机场,22:55;00:35,青岛到上海,,0101011,,吉祥航空;HO1242,-,,
青岛流亭国际机场;上海浦东国际机场,22:55;00:35,青岛到上海,,0101011,,东方航空;MU4694,-,,
厦门高崎国际机场;上海浦东国际机场,23:00;01:00,厦门到上海,,1111111,,中国国航;CA3296,-,,
厦门高崎国际机场;上海浦东国际机场,23:00;01:00,厦门到上海,,1111111,,吉祥航空;HO1106,-,,
厦门高崎国际机场;上海浦东国际机场,23:00;01:00,厦门到上海,,1111111,,东方航空;MU4698,-,,
桂林两江国际机场;上海浦东国际机场,23:00;01:25,桂林到上海,,1111110,,东方航空;MU7372,¥450起;09-14周六,,
厦门高崎国际机场;上海浦东国际机场,23:00;01:00,厦门到上海,,1111111,,深圳航空;ZH5020,-,,
张家界荷花机场;上海浦东国际机场,23:05;01:00,张家界到上海,,0010010,,东方航空;MU5376,¥300起;10-02周三,,
青岛流亭国际机场;上海浦东国际机场,23:10;00:50,青岛到上海,,1010100,,中国国航;CA3262,-,,
青岛流亭国际机场;上海浦东国际机场,23:10;00:50,青岛到上海,,1010100,,吉祥航空;HO1242,-,,
青岛流亭国际机场;上海浦东国际机场,23:10;00:50,青岛到上海,,1010100,,东方航空;MU4694,-,,
青岛流亭国际机场;上海浦东国际机场,23:15;00:50,青岛到上海,,1111111,,吉祥航空;HO1196,-,,
青岛流亭国际机场;上海浦东国际机场,23:15;00:50,青岛到上海,,1111111,,东方航空;MU4690,-,,
张家界荷花机场;上海浦东国际机场,23:20;01:25,张家界到上海,,1101000,,上海航空;FM9344,-,,
张家界荷花机场;上海浦东国际机场,23:20;01:25,张家界到上海,,1101000,,东方航空;MU9344,¥530起;09-20周五,,
张家界荷花机场;上海浦东国际机场,23:40;01:45,张家界到上海,,1111111,,上海航空;FM9342,-,,
张家界荷花机场;上海浦东国际机场,23:40;01:45,张家界到上海,,1111111,,东方航空;MU9342,¥530起;09-21周六,,
青岛流亭国际机场;上海浦东国际机场,23:55;01:30,青岛到上海,,1111111,,吉祥航空;HO1116,-,,
青岛流亭国际机场;上海浦东国际机场,23:55;01:30,青岛到上海,,1111111,,东方航空;MU4692,-,,
青岛流亭国际机场;上海浦东国际机场,23:55;01:30,青岛到上海,,1111111,,深圳航空;ZH5026,-,,
